name,amount,unit
Knoblauchzehe(n) ,2,
Pfefferkörner ,1,TLgehäuft
Piment ,1,TLgehäuft
Salz ,1,TLgehäuft
Thymian ,½,TL
Gewürznelke(n) ,1,
Lorbeerblatt ,2,
Apfel ,1,m.-großer
Milch ,200,ml
Mayonnaise oder Salatcreme,500,g
Rinderfilet(s) ,250,g
"Champignons, braun ",300,g
"Ananas, frisch",250,g
"Käse, gut schmelzender, z. B. Raclettekäse",250,g
Toastbrot ,4,Scheibe/n
"Hackfleisch, gemischt ",500,g
"Knoblauchzehe(n), gehackt",3,
Salz und Pfeffer ,,
"Dijonsenf, körniger",1,EL
"Reis, schwarzer",250,g
Butter ,1,EL
Gemüsebrühe ,709,ml
Lorbeerblatt ,1,
Clementine(n) ,6,
"Zwiebel(n), in feine Spalten geschnitten",5,
Olivenöl ,2,EL
Honig ,1,EL
Joghurt ,150,g
Kohlrabi ,4,
Basilikum ,1,Bund
Gemüsebrühe ,500,ml
"Cheddarkäse oder alter Gouda, in Scheiben",125,g
Knoblauchzehe(n) ,1,
Zwiebel(n) ,1,
Butter ,20,g
Mehl ,2,EL
Weißwein ,150,ml
Sahne ,200,ml
Salz und Pfeffer ,,n.B
Fett für die Form ,,
Ei(er) ,2,
Rapsöl ,100,g
Rohrzucker ,60,g
Honig ,50,g
"Pastinake(n), gerieben",125,g
Kokosraspel ,50,g
Dinkelmehl Type 630 ,180,g
Salz ,1,Prisen
Backpulver ,1,TL
Zimtpulver ,1,Msp
Vanilleextrakt ,½,TL
"Pekannüsse, gehackt",50,g
Frischkäse ,150,g
Puderzucker ,30,g
Ahornsirup ,1,EL
Vanilleextrakt ,1,Msp
"Pekannüsse, halbiert",8,
"Maishähnchen ca. 1,5 kg",1,
Zwiebel(n) ,1,
Knoblauchzehe(n) ,3,
Salz und Pfeffer ,,
Gewürzmischung (Texas Chicken),,
Öl ,,Tasse
"Erbsen, TK ",1,kg
Gemüsebrühe ,1½,Liter
Ingwerwurzel ,1,Stücke
"Chilischote(n), rot",1,
Zwiebel(n) ,2,
Rapsöl ,1,EL
"Lachsfilet(s), TK",250,g
Salz und Pfeffer ,,
Nudeln (Soybean Noodles),1,Pck
"Spargel, grün ",1,Bund
"Brokkoli, ca. 500 g",1,gr.Kopf
Cherrytomate(n) ,250,g
Zucchini ,1,
Knoblauchzehe(n) ,2,
"Zitrone(n), bio",½,
"Olivenöl, kaltgepresst",4,EL
"Meersalz und Pfeffer, aus der Mühle",,
"Mandarine(n), geschält und entkernt",900,g
"Orange(n), geschält und entkernt",100,g
Ingwerwurzel ,1,kl.Stücke
Vanilleschote(n) ,1,
Gelierzucker 2:1 aus Rohrohrzucker,500,g
Zwiebel(n) ,1,
Knoblauchzehe(n) ,1,
Champignons oder Mischpilze,200,g
Debrecziner Würstchen à ca. 120 g,4,Paar
Fett zum Braten ,25,g
Mais (Goldmais),300,g
Salz und Pfeffer ,,
Fleischbrühe ,,Liter
Rosmarin ,,
"Reis, Schnellkochreis oder gekochter Reis",100,g
"Paprikapulver, rosenscharf ",,
saure Sahne ,4,EL
Petersilie ,1,Bund
Rinderhackfleisch oder Lammhackfleisch,300,g
Semmelmehl ,½,Tasse
Ei(er) ,1,kleines
Karotte(n) ,4,
Petersilienwurzel(n) ,2,
Zwiebel(n) ,1,große
Kartoffel(n) ,5,m.-große
Paprikaschote(n) ,1,
Rotwein ,1,Glas
Gemüsesaft ,2,Gläser
Rote Bete ,1,
Knoblauchzehe(n) ,2,
Zitronenöl ,1,EL
Salz und Pfeffer ,,
Gewürzmischung (Couscous Gewürz),1,Prisen
Banane(n) oder 1/2 große,1,kleine
"Birne(n), reife",1,große
Himbeeren ,70,g
"Kiwi(s), reife",1,
Zitrone(n) ,1,
Honig ,1,EL
"Ingwer, evtl. auch 20 g",15,g
Kaki(s) ,1,
Kurkumapulver ,1,TL
"Mandelmilch (Mandeldrink), natur",350,ml
Nudeln ,500,g
Zucchini ,3,
"Zwiebel(n), rot ",1,
Ziegenfrischkäse ,300,g
Olivenöl ,2,EL
Honig ,1,EL
Milch ,,n.B
Rosmarin ,,etwas
Kräuter der Provence ,,etwas
Salz und Pfeffer ,,n.B
Pasta nach Wahl,400,g
Karotte(n) ,6,
Pastinake(n) ,1,
Zucchini ,1,
"Paprikaschote(n), rot ",2,
"Zwiebel(n), rot ",2,
Knoblauchzehe(n) ,2,
"Rosmarin, frischer",,einigeStiele
"Kräuter der Provence, getrocknet",1,EL
Chiliflocken ,,etwas
Salz und Pfeffer ,,etwas
Parmesan ,,n.B
Olivenöl ,,
Räucherforellenfilet(s) ,1,
Kohlrabi ,1,m.-großer
"Zwiebel(n), gehackt",1,m.-große
Kokosöl ,2,EL
Salz und Pfeffer ,,
"Joghurt, griechischer, 10 % Fett",6,EL
süße Sahne ,6,EL
"Bärlauchblätter, geschnitten",10,
Salz und Pfeffer ,,
Tomate(n) ,1,
Dillspitzen ,,n.B
"Zitronensaft, einige Spritzer",,etwas
"Hackfleisch, gemischt ",400,g
Ei(er) ,1,
Feta-Käse oder Hirtenkäse,200,g
Zwiebel(n) ,1,große
Knoblauchzehe(n) ,2,
Paniermehl ,2,EL
Paprika ,,
Salz und Pfeffer aus der Mühle,,
Chiliflocken ,,
Milch ,1,Schuss
Salatcreme (Miracel Whip) ,250,g
Currypulver ,2,EL
Kondensmilch ,2,Schuss
Johannisbeergelee ,2,TL
Zucker ,,etwas
Zitronensaft ,,etwas
Paprikaschote(n) ,1,
Joghurt ,1,Becher
Curry ,,evtl
Lauchzwiebel(n) ,,evtl
"Fusilli, bunte",400,g
"Salz und Pfeffer, bunter oder schwarzer aus der Mühle",,
Zwiebel(n) ,1,
Schweineschnitzel ,300,g
Olivenöl ,2,EL
"Erbsen, frische, geschält oder TK",250,g
Ei(er) ,4,m.-große
Currypulver ,1,TL
Schnittlauch ,1,Bund
"Gouda, frisch gerieben",,n.B
"Margarine, vegane",200,g
Mehl ,250,g
Zucker ,175,g
Puderzucker ,50,g
"Haselnüsse, gemahlen ",100,g
Vanilleschote(n) ,1,
"Orange(n), unbehandelt, Abrieb davon",1,
Salz ,1,Prisen
Ei(er) ,10,große
Stremellachs ,200,g
Crème fraîche ,30,g
Mayonnaise ,30,g
"Sellerie, fein gehobelt",2,EL
"Kräuter, italienische ",1,TL
Salz und Pfeffer ,,
Schnittlauch zum Garnieren,,etwas
"Tofu, natur oder gebacken",150,g
Zitronengras ,033,Stange/n
Chilischote(n) ,1,
Knoblauchzehe(n) ,1,
Fischsauce ,2,EL
"Sojasauce, helle",3,EL
Zucker ,1,TL
Sojaöl oder Kokosöl,,n.B
"Basmatireis, roh",230,g
Kidneybohnen ,250,g
Mais ,220,g
Hähnchenbrüste ,3,
Cayennepfeffer ,1,TL
"Pfeffer, schwarzer ",1,TL
Salz ,2,TL
Oregano ,2,TL
Tomatensauce ,480,ml
Hühnerbrühe ,250,ml
"Käse, gerieben ",90,g
Kürbisfleisch (Butternut),600,g
Kokosmilch ,150,ml
Gelierzucker 1:1 mit Pektin,1,kg
Orangenabrieb ,1,TLgehäuft
Zitronenabrieb ,1,TLgehäuft
"Ingwer, frisch, feingehackt",1,TLgehäuft
"Bio-Orange(n), filetiert und klein geschnitten",125,g
Zitronensaft ,1,EL
"Apfel, geschält, entkernt, in kleine Würfelchen geschnitten",125,g
Rosinen ,50,g
Buchweizenmehl ,150,g
Lupinenmehl ,150,g
Erdmandelmehl ,2,EL
Salz ,½,TL
Gemüsebrühe oder Wasser,,
Kokosöl zum Ausbacken,,
Rote Bete ,2,
"Zwiebel(n), gehackt",1,m.-große
Hanföl ,2,TL
"Zitronensaft, frisch gepresst",1,TL
Salz ,½,TL
Pfeffer ,,
"Magerquark, bio",250,g
Leinöl ,6,EL
Milch ,1,Schuss
Kurkumapulver ,1,EL
"Zwiebel(n), gehackt",1,
Salz und Pfeffer ,,
Schinkenspeck ,50,g
Schweineschmalz ,35,g
"Hackfleisch, gemischt ",400,g
"Sauerkraut, frisch oder vorgegart",400,g
Zwiebel(n) ,2,
Knoblauchzehe(n) ,2,
Tomatenmark ,2,EL
Fleischbrühe ,250,ml
Lorbeerblatt ,1,
Wacholderbeere(n) ,6,
Senfkörner ,½,TL
Kümmel ,½,TL
Zucker ,,TL
Salz und Pfeffer ,,
Zwiebel(n) ,1,m.-große
"Kokosfett, mild",20,g
Kichererbsenmehl ,250,g
Salz ,1,TL
Pfeffer ,,
Knoblauchpulver ,½,TL
Wasser ,,
Kokosöl oder Kokosfett zum Ausbacken,,
Zartbitterkuvertüre ,80,g
Puderzucker ,180,g
"Mandeln, gemahlen ",180,g
"Haselnüsse, gemahlen ",180,g
Marzipanrohmasse ,120,g
Vanilleschote(n) ,1,
Honig ,100,g
Eiweiß ,2,
Kakaopulver ,15,g
Zimt ,2,g
Eiweiß ,2,
Puderzucker ,200,g
"Mandel(n) oder Haselnüsse, gemahlen, für die Arbeitsfläche",,n.B
Putenbrust ,750,g
Zwiebel(n) ,250,g
Champignon ,250,g
Möhre(n) ,3,
Öl ,3,EL
Salz und Pfeffer ,,
Mehl ,1,EL
"Weißwein, ersatzweise Brühe",200,ml
"Thymianzweig(e), ersatzweise getrockneter",6,
Sahne ,1,Becher
Saucenbinder ,,n.B
Zitronensaft ,,n.B
"Hackfleisch, gemischt ",750,g
Semmelknödel im Kochbeutel,3,
Ei(er) ,2,
Zwiebel(n) ,2,
Salz ,15,g
Pfeffer ,2,g
Petersilie ,10,g
"Grana Padano, gerieben",50,g
Schinken ,120,g
Brühe ,200,ml
Sahne ,100,ml
"Paprikapulver, edelsüß ",1,Prisen
Butter für den Bräter,,
Honig ,125,g
Zucker oder Xylit,125,g
Mehl ,250,g
Milch ,200,ml
Zimtpulver ,1,TLgestr
Anispulver ,1,TLgestr
Brotgewürzmischung (Birnbrotgewürz),½,TLgestr
Backpulver ,1,TLgestr
Puderzucker ,1,Prisen
Kartoffel(n) ,1,kg
Möhre(n) ,3,m.-große
Brokkoli ,500,g
Zwiebel(n) ,3,kleine
Knoblauch ,2,Zehe/n
"Gemüsebrühe, gekörnte (Fertigprodukt oder selbst gemacht)",,n.B
Schweinefilet(s) ,1,
Emmentaler ,150,g
Räucherspeck ,150,g
Zwiebel(n) ,2,
Röstzwiebeln ,100,g
Senf ,1,EL
Salz und Pfeffer ,,n.B
süße Sahne ,100,g
"Banane(n), reife",3,
"Butter, weiche ",250,g
Zucker ,250,g
Ei(er) ,4,
Mehl ,600,g
Backpulver ,1,TL
Schokostreusel ,200,g
Kuvertüre oder Schokolade,150,g
Kartoffel(n) ,1,kg
Austernpilze ,200,g
Kräuterseitlinge ,200,g
"Pilze, gemischt, getrocknet",20,g
Gemüsebrühe ,300,ml
Lauchstange(n) ,1,große
Knoblauch ,2,Zehe/n
Zwiebel(n) ,2,kleine
Öl ,,
Pfeffer oder wenn nötig Salz,,
"Lupinenmehl, bio, es geht sicher auch jedes andere Mehl",2,TLgehäuft
Mehl ,300,g
Zucker ,275,g
Butter ,325,g
Ei(er) ,6,
Backpulver ,1,TL
"Limette(n), Saft und Abrieb",2,
"Vanilleschote(n), davon das Mark ",6,
Speisestärke ,40,g
Quark ,200,g
saure Sahne ,200,g
Schlagsahne ,200,g
Butter und Mehl für die Form ,,
Rehfleisch aus dem Rücken,250,g
Wacholderbeere(n) ,8,
"Pfefferkörner, schwarze ",½,TL
"Steinsalz, grobes",1,TL
"Rosmarin, getrocknet",1,TL
Butterschmalz ,2,EL
Zwiebel(n) ,1,
"Pilze, gemischt",100,g
"Rotwein, trockener ",200,ml
Mascarpone ,1,EL
Wasser ,2,EL
Salz und Pfeffer ,,n.B
Zucker ,,n.B
Ei(er) ,2,
Dinkelmehl Type 630 ,75,g
Salz ,1,TL
"Kräuter, gemischt, getrocknet",1,EL
Salz fürs Kochwasser,1,EL
Mascarpone ,1,EL
Sauerkirschkonfitüre ,1,EL
"Butter, weiche, oder Margarine",150,g
Zucker ,150,g
"Blockschokolade, oder andere dunkle Schokolade",150,g
"Banane(n), zerdrückt",2,große
Ei(er) ,2,
Mehl ,200,g
Backpulver ,2,TL
"Schokoguss, oder Puderzucker zum Bestäuben",1,Paket
"Nudeln, z. B. Spaghetti",250,g
Ricotta ,225,g
"Spinat, TK, gehackt",200,g
Weißwein ,100,ml
"Zwiebel(n), fein geschnitten",1,kleine
"Knoblauch, fein geschnitten",2,Zehe/n
Salz und Pfeffer ,,
Pinienkerne ,,
Olivenöl ,,
"Blätterteig aus dem Kühlregal, à 275 g",1,Rollen
"Lauchstange(n), ca. 300 g",1,
"Champignons, ca. 120 g",4,
"Paprikaschote(n), rot ",1,
Gouda ,125,g
Kochschinken ,100,g
"Sojasauce, hell",1,EL
Muskatnuss ,,
"Salz und Pfeffer, schwarzer, aus der Mühle",,
"Paprikapulver, edelsüß ",,
Sonnenblumenöl zum Braten,,
Ei(er) zum Bepinseln des Blätterteigs,1,
Süßkartoffel(n) ,200,g
Brokkoliröschen ,100,g
Cocktailtomaten ,4,
Radieschen ,3,
Wildreis oder Quinoa,50,g
Knoblauch ,2,Zehe/n
Sesam ,2,ELgehäuft
Kurkuma ,1,EL
Naturjoghurt ,3,EL
Salz und Pfeffer ,,
Feldsalat ,,etwas
"Räuchertofu, Lachs oder Hähnchenbrust",,n.B
Gemüsezwiebel(n) ,1,große
"Paprikaschote(n), rot, gelb, grün ",3,
"Champignons, frische",400,g
Rindergulasch ,1,kg
Schweinegulasch ,1,kg
Öl ,5,EL
Tomatenmark ,3,EL
Mehl ,3,EL
Salz ,1,TL
"Pfeffer, schwarzer ",1,TL
"Paprikapulver, rosenscharf ",1,TL
Zucker ,1,Prisen
Tomatenketchup ,3,EL
Petersilie ,1,Bund
Gemüsebrühe ,1½,Liter
Fleischbrühe ,1,Liter
Dinkelmehl Type 630 oder 1050,500,g
"Kandiszucker, braun oder weiß",500,g
Butter ,250,g
Wasser ,½,Liter
Ei(er) ,3,große
Salz ,½,TLgestr
Kardamompulver ,1,TL
Zimtpulver ,1,TL
Anispulver ,1,EL
Zwiebel(n) ,1,
Champignons ,10,
Parmesan ,70,g
Ei(er) ,1,
Schnittlauchröllchen ,1,ELgehäuft
Dill ,1,Bund
Mayonnaise ,,etwas
"Öl und Butter, zum Braten",,
Salz und Pfeffer ,,
Paprikaschote(n) ,1,
"Käse, in dicke Scheiben geschnitten",1,Stücke
Couscous ,1,Becher
Gemüsebrühe ,2,Becher
Salz und Pfeffer ,,etwas
Zwiebel(n) ,1,m.-große
Karotte(n) ,1,m.-große
Paprikaschote(n) ,1,m.-große
Frühlingszwiebel(n) ,1,
Petersilie ,1,EL
"Burger Patties, z.B. aus Angus Fleisch",2,
Schwarzbrot ,1,Scheibe/n
Ei(er) ,1,
Tomate(n) ,3,
Zwiebelringe ,1,Handvoll
Burgerbrötchen ,1,
"Jalapeño, rot",1,
Speiseöl für die Folie ,,
Räucherlachs ,100,g
Schnittlauch ,,Stängel
"Schnittlauch, gehackt",1,EL
"Petersilie, gehackt",1,EL
"Dill, gehackt",1,EL
Ei(er) ,4,große
"Spinat, frisch",80,g
Zitrone(n) ,1,
Salz und Pfeffer ,,
"Vollkornbrot, Körnerbrot oder Brötchenhälften",4,Scheibe/n
Frischkäse ,50,g
"Frischkäse, ca. 150 g,  bevorzugt mit Knoblauch",1,Becher
"Baguette(s), ca. 250 - 500 g",1,
"Spitzpaprika, junge",4,
"Ei(er), hart gekocht",2,
"Ketchup, für die Nase",,etwas
"Mayonnaise,  für Bart und Haare",,etwas
"Olive, schwarze, klein geschnitten für die Augen",1,
Gewürzgurke(n) ,2,
Rucola ,1,Handvoll
Eigelb ,10,
Vollrahm oder Sahne mit ca. 32 % Fett,250,ml
Orangeat ,100,g
Zitronat ,100,g
"Kirsche(n), kandierte",300,g
"Orangenschale, getrocknete, ca. 100 g",1,Beutel
Marzipanrohmasse ,250,g
Kakaopulver ,3,EL
Lebkuchengewürz ,10,g
"Wodka oder Korn mindestens 37,5 % vol.",07,Liter
Naturjoghurt ,500,g
Konfekt (Raffaello),18,
Ananas ,140,g
"Naturreis, gemahlen",350,g
"Reis, gemahlen",300,g
Salz ,1,TL
Brotgewürzmischung ,1,TL
Flohsamenschalen ,1,EL
"Wasser, lauwarm ",850,ml
Weinsteinbackpulver oder Natron,1,Pck
Tortellini für 2 - 3 Portionen,1,Pck
"Frischkäse in Kräuteröl, z.B. Ziegenfrischkäsebällchen",2,Port
Zwiebel(n) ,1,kleine
Knoblauchzehe(n) ,1,
Möhre(n) ,1,m.-große
"Wermut, 1 - 2 Schnapsgläschen",1,kl.Glas
"Erdbeeren, reife",12,kg
Zitronensaft ,4,EL
Gelierzucker 2:1 ,500,g
Pinienkerne ,40,g
"Knoblauchzehe(n), frische",2,
Basilikum ,2,Bund
"Meersalz, grobes",½,TL
"Olivenöl, kalt gepresstes",200,ml
Parmesan ,50,g
Knollensellerie ,3,
Salz ,200,g
"Ei(er), bio",3,
"Joghurt, griechischer (10 % Fett)",500,g
Kokosmehl ,3,EL
Xylit (Zuckerersatz) ,3,EL
Vanillepuddingpulver ,2,Tüte/n
Weinsteinbackpulver oder Natron,½,TL
Zitronensaft ,2,EL
"Zitrone(n), Schale davon ",½,
Äpfel ist größenabhängig,3,
Ei(er) ,4,m.-große
Zucker oder Birkenzucker/Xylit(Zuckerersatz),50,g
"Dinkelmehl, alternativ Weizenmehl",120,g
Backpulver ,1,Pck
Skyr ,250,g
Gewürzmischung (Apfelkuchengewürz) oder Zimt,1½,TL
Puderzucker zum Bestäuben,,etwas
Knollensellerie ,2,
Porreestange(n) ,2,
Möhre(n) ,10,
"Petersilie, großer Bund",,
Salz ,300,g
Erdbeeren ,1½,kg
Zucker ,300,g
"Limettensaft, frisch gepresster (ca. 5 Limetten)",100,ml
Zucchini ,2,m.-große
Knoblauch ,2,Zehe/n
"Tomaten, stückige ",1,Dose
Kräuterfrischkäse ,1,Pkt
"Basilikum, gerebelt oder frisch",,n.B
Salz und Pfeffer ,,n.B
Öl ,,
Zwiebel(n) ,1,m.-große
Knoblauchzehe(n) ,1,
"Bohnen, weiße, mit Suppengemüse",1,Dose
"Paprikaschote(n), rot ",1,
Suppengewürz ,1,EL
Kartoffel(n) ,2,m.-große
"Paprikapulver, edelsüß ",1,TL
Tomatenmark ,1,EL
"Cabanossi, oder Mettwürste",2,
Salz und Pfeffer ,,
Öl ,,
Zwiebel(n) ,1,
Knoblauchzehe(n) ,3,
Ingwer ,1,cm
Tomate(n) ,4,
Cashewnüsse ,30,g
Käse (Paneer),450,g
Butter ,3,EL
Lorbeerblätter ,2,
Kardamomkapsel(n) ,3,
Nelke(n) ,6,
"Zimtstange(n), evtl.",1,
Tomatenmark ,2,EL
Salz ,1,EL
Kurkuma ,1,EL
Garam Masala ,1,EL
Chilipulver ,1,EL
Zucker ,1,EL
"Sahne, bzw. Sojasahne",3,EL
Öl ,,etwas
"Mandel(n), ungeschält",400,g
"Öl, neutrales",½,EL
Salz ,1,TLgehäuft
"Wasser, kochendes",1,Liter
"Butter, weiche ",125,g
"Zucker, braun ",200,g
Ei(er) ,2,
"Cranberries, getrocknete, ersatzweise getrocknete Sauerkirschen",80,g
Rosinen ,40,g
"Walnüsse, gehackt",50,g
Weizenmehl Type 550 ,350,g
Backpulver ,1,TL
Zimt ,½,TL
Kardamom ,1,Msp
Puderzucker zum Bestäuben,1,ELgehäuft
Zimt zum Bestäuben,½,TL
Butternusskürbis(se) ,1,
Zwiebel(n) ,1,große
Knoblauch ,3,Zehe/n
"Erdnussöl oder anderes, nach Belieben",2,EL
Feta-Käse oder Hirtenkäse,200,g
Salz ,,
Petersilie ,,
Kümmelpulver ,,
Majoran ,,
Kerbel ,,
Rosmarin ,,
Thymian ,,
Wasser ,½,Liter
Süßkartoffel(n) ,1,große
"Paprikaschote(n), rot ",2,
Karotte(n) ,2,
Zwiebel(n) ,4,
Öl zum Braten ,,etwas
Mehl ,2,EL
Butter ,2,EL
Tomatenmark ,2,kl.Dose/n
Paprikapulver ,,etwas
Gemüsebrühe ,1,Liter
Thymian ,4,Zweig/e
Mandelblättchen ,1,Handvoll
Schmand ,1,Becher
"Petersilie, gehackt",1,Bund
Babyspinat ,2,Handvoll
Kürbiskernöl ,,etwas
Salz und Pfeffer ,,etwas
"Rinderroulade(n), ca. 1 kg",5,
"Speck, durchwachsener ",250,g
Zwiebel(n) (sehr große) oder Gemüsezwiebeln,2,große
Knoblauchzehe(n) ,1,große
Tomatenmark ,2,ELgehäuft
Mehl ,1,ELgehäuft
"Rinderfond, alternativ Gemüsebrühe",1,Liter
Schlagsahne ,400,g
"Senf, mittelscharfer (vorzugsweise)",2,EL
Lorbeerblätter ,2,
Wacholderbeere(n) ,5,
Pimentkörner ,10,
Nelke(n) ,3,
"Gewürzgurke(n), alternativ dänischer Gurkensalat",3,kleine
Salz und Pfeffer ,,etwas
"Petersilie, frische, optional",,etwas
Vollkorntoastbrot oder Toastbrot,5,Scheibe/n
"Ananasscheibe(n), frisch oder aus der Dose",5,
Kochschinken ,5,Scheibe/n
Käse z. B. Raclette- oder Sandwich-Käse,5,Scheibe/n
"Käse, gerieben z. B. Mozzarella oder Emmentaler",200,g
"Crème fraîche, alternativ saure Sahne oder Schmand",200,g
Butter ,,etwas
Salz und Pfeffer ,,
Oregano ,,
Fett für die Form ,,etwas
Mehl ,1¾,kg
Zucker ,100,g
"Milch, kalt oder warm",1,Liter
Frischhefe ,100,g
Fett ,100,g
Salz ,25,g
Tafelspitz vom Jungbullen,500,g
Sojasauce ,3,EL
"Zucker, braun ",3,EL
Zwiebelpulver ,1,TLgehäuft
Knoblauchpulver ,1,TLgehäuft
Sesamöl ,1,TL
"Birne(n), frisch und sehr reif, keine Konserve",1,
Gin ,400,ml
Tonic Water ,400,ml
Zitronensaft ,1,Schuss
"Sekt, trocken oder Prosecco",2,Flaschen
Mehl ,165,g
Backpulver ,1,TLgehäuft
Ei(er) ,1,
Milch ,155,ml
Zuckerrübensirup ,80,g
"Zucker, braun ",145,g
Butter ,140,g
Zartbitterschokolade ,100,g
"Wasser, heiß",2,TL
Kakaopulver ,2,EL
Puderzucker ,250,g
"Butter, weiche ",150,g
"Nüsse, gehackt",,
Schokoladensplitter (Schokoplättchen),,
Mehl Type 405 ,80,g
Trockenhefe ,7,g
Zucker ,10,g
Wasser ,80,ml
Mehl Type 405 ,200,g
Salz ,2,g
Pflanzenöl ,10,ml
Wasser ,100,ml
"Schweinebauch, Sous Vide gegart & gewolft oder fein gewürfelt",500,g
Fischsauce ,10,g
Sauce (Sweet Chicken ChilIsauce),100,g
Koriander ,25,g
Ketjap Manis ,50,g
Sesamöl ,15,g
Thai-Chilischote(n) ,2,
Minutensteak(s) vom Rind,400,g
"Zwiebel(n), rot ",1,
Avocado(s) ,1,
"Paprikaschote(n), rot ",1,
"Rispentomate(n), mini",1,Pck
Salatgurke(n) oder 1 Packung Minigurken,1,
"Limette(n), Saft davon",1,
Olivenöl ,2,EL
Chili ,,n.B
"8 Kräuter, TK oder frischer Koriander",,n.B
Agavendicksaft oder Honig,1,EL
Salz und Pfeffer ,,n.B
"Nudeln, grün",250,g
Salz ,,
"Paprikaschote(n), rot ",1,
Schinken ,250,g
Salami ,70,g
Gewürzgurke(n) ,1,große
"Zitrone(n), Saft davon ",1,
Öl ,2,EL
Salz und Pfeffer ,,
Sud von Kichererbsen,260,ml
Johannisbrotkernmehl (gehäufte Msp.),2,Msp
Weinsteinbackpulver (gehäufte Msp.),2,Msp
Zucker ,220,g
"Mandel(n), gerieben (450 g für den Teig, ca. 150 g zum Ausrollen)",600,g
"Zimt, ca. 3 - 4 TL",12,g
Zitronensaft ,5,Tropfen
Puderzucker ,200,g
"Mandel(n), gerieben, zum Ausrollen",,n.B
"Hähnchen, ca. 1,4 kg",1,großes
Weißbier ,1,Flasche
Sojasauce ,6,EL
"Honig, flüssig",2,EL
Knoblauchgranulat ,1,TL
Olivenöl ,2,EL
"Paprikapulver, edelsüß ",1,EL
Salz ,1,TL
Pfeffer ,½,TL
Zitronensaft ,1,TL
"Wasser, ca. 250 ml",1,Tasse
Zwiebel(n) ,2,große
Zwiebel(n) ,1,kleine
Möhre(n) ,2,große
Kohlrabi ,1,großer
"Paprikaschote(n), rot ",1,große
Kartoffel(n) ,5,m.-große
"Linsen, rote ",250,g
Tofu ,200,g
"Paprikaschote(n), rot ",2,
Möhre(n) ,2,große
Zwiebel(n) ,1,
Knoblauch ,3,Zehe/n
Kokosmilch ,400,ml
"Senf, mittelscharfer (am besten Bautzner)",200,g
Gemüsebrühe ,500,ml
"Margarine, vegan",50,g
"Zitrone(n), Saft davon ",½,
Korianderpulver ,1,TL
Kreuzkümmelpulver ,1,TL
"Kräutermischung (Basilikum, Rosmarin, Thymian und Oregano)",½,TL
Salz und Pfeffer ,,
Paprikapulver ,,
Dijonsenf ,1,TL
"Schalotte(n), fein gewürfelt",1,kleine
"Toastbrot, getoastet und  fein gewürfelt",1½,gr.Scheiben
"Majoran, getrocknet",1,EL
Eigelb ,1,
Schmand ,1,EL
Dijonsenf ,1,EL
"Senf, körniger ",1,EL
"Salz und Pfeffer, frisch gemahlener",,
Putenmedaillon(s) à 60 g,4,
Butter zum Braten ,1,EL
"Ciabatta, getoastet",4,Scheibe/n
Butter ,2,EL
"Majoran, getrocknet",2,EL
Hähnchenschenkel ,2,
Hühnerklein ,1,Paket
Lauch ,1,Stange/n
Buchweizen (ganzes Korn),100,g
Rosmarin ,1,Zweig/e
Lorbeerblatt ,1,
Wacholderbeere(n) ,3,
Wasser ,1½,Liter
Salz und Pfeffer ,,
"Maggi, optional",,
Pancetta ,200,g
Spareribs ,400,g
Schweinekotelett(s) ,2,
Peperoncino oder Chilischote oder 1 Msp Cayennepfeffer,1,
Olivenöl extra vergine,3,EL
Weißwein ,200,ml
Brühe oder heißes Wasser,,n.B
"Knoblauchzehe(n), ungeschält",6,
Lorbeerblätter ,6,
Rosmarin oder 1/2 TL Rosmarin getrocknet,3,Zweig/e
Salz und Pfeffer ,,n.B
Brennnesselblätter ,3,Handvoll
Mehl für die Panade,150,g
Semmelbrösel ,200,g
Hefeflocken ,2,EL
Paprikapulver ,1,EL
Sojamedaillon(s) ,15,
"Salz, nur zum Einweichen der Sojamedaillons",2,EL
Sojasauce ,2,EL
"Eisbein(e), gepökelt",1,großes
Lorbeerblätter ,8,
Nelke(n) ,2,
Pimentkörner ,4,
"Pfefferkörner, schwarze ",20,
Zucker ,2,TLgestr
"Zwiebel(n), geviertelt",4,
Kartoffel(n) ,500,g
Zwiebel(n) ,1,m.-große
Knoblauch ,2,Zehe/n
Olivenöl ,,n.B
"Hackfleisch, gemischt ",200,g
Salz und Pfeffer ,,n.B
Kreuzkümmel ,,n.B
Paprikapulver ,,n.B
"Tomatenmark, bei Bedarf mehr",1,ELgehäuft
Sahne ,200,ml
Milch ,100,ml
Brühe ,1,TLgehäuft
Cayennepfeffer ,,n.B
Thymian ,,n.B
"Käse, gerieben ",200,g
"Paprikaschote(n), in Streifen geschnitten",200,g
Fett für die Form ,,
"Pralinenhohlkugeln, weiß",63,
Sahne ,75,ml
"Schokolade, weiße ",250,g
Butter ,50,g
"Himbeeren, gefriergetrocknet, granuliert",50,g
"Himbeeren, gefriergetrocknet, gemahlen",30,g
"Kuvertüre, weiße, zum Verschließen",100,g
"Kuvertüre, weiße, zum Ummanteln",300,g
"Schokolade, rosa, zum Ummanteln",25,g
Farfalle ,500,g
Brokkoli ,2,
Weißwein ,100,ml
Gemüsebrühe ,300,ml
Frischkäse ,200,g
Zwiebel(n) ,1,
Knoblauch ,1,
Salz und Pfeffer ,,
Öl zum Braten ,,
Marzipanrohmasse ,250,g
"Mandel(n), gerieben, wahlweise abgezogene",100,g
Puderzucker ,80,g
