name,amount,unit
Speck,50,g
Zwiebel,1,
Olivenöl,1,EL
Weißwein,100,ml
Sahne,200,ml
mehligkochende Kartoffeln,1,kg
Rinderfilet,600,g
Champignons,400,g
Zwiebeln,2,
Salzgurken,100,g
Rapsöl,4,EL
Tomatenmark,1,TL
Rinderfond,400,ml
saure Sahne,300,g
Speisestärke,1,EL
Senf,1,TL
Pfeffer,,
Salz,,
Butter,50,g
Vollmilch,250,ml
Muskat,1,Prise(n)
Dill,3,Stiel(e)
Eier,2,
Sahne,200,ml
fein geriebener Parmesan,50,g
Salz,,
Pfeffer,,
Butter,50,g
Mehl,50,g
Milch,500,ml
Lorbeer,1,Blatt
Salz,,
Pfeffer,,
Muskat,,
Zwiebel,1,
Tomaten,5,
Knoblauch,5,Zehe(n)
Olivenöl,5,EL
Salz,,
Pfeffer,,
Zucker,1,Prise(n)
Basilikum,2,Stange(n)
rote Chilischote,1,
kleine Avocados,2,
Knoblauchzehen,2,
Limettensaft,2,EL
Salz,,
Pfeffer,,
Koriander,"0,50",Bund
Tortilla-Chips,1,Packung(en)
Eier,4,
Grüne Soße Kräuter,2,Bund
saure Sahne,100,g
Schmand,200,g
Schalotten,2,
Zitrone,1,
Pfeffer,,
Salz,,
REWE Bio Joghurt mild,150,g
Crème fraîche,100,g
Mayonnaise,1,EL
Knoblauch,2,Zehe(n)
Dill,1,EL
Schnittlauch,2,EL
Zitronensaft,1,EL
Pfeffer,,
Salz,,
Zwiebel,1,
Tomaten,500,g
Apfel,1,
Rosinen,70,g
Apfelessig,120,ml
Weißweinessig,50,ml
Gelierzucker (2:1),500,g
Salz,1,TL
grober Pfeffer,"0,50",TL
Thymian,1,TL
Schnittlauch,1,Bund
Bärlauch,1,Bund
Petersilie,"0,50",Bund
Thymian,"0,50",Bund
Olivenöl,5,EL
"Frischkäse, Doppelrahmstufe",100,g
Salz,,
Pfeffer,,
"Putenoberkeule (ausgelöst, ca. 1 kg)",1,
Schalotten,4,
altbackenes Brot,1,Scheibe(n)
Butterschmalz,2,EL
frischer Kloßteig,"1,50",kg
Möhren,1,Bund
Butter,2,EL
Zucker,1,TL
Zwiebeln,2,
Champignons,250,g
Speck,200,g
Petersilie,1,Bund
Crème fraîche,200,g
Schweinebraten,"1,50",kg
Salz,,
Pfeffer,,
Rosmarin,2,Zweig(e)
Öl,2,EL
Gemüsebrühe,"0,50",l
kleine Kartoffeln (z. B. Drillinge),"1,50",kg
Zucker,75,g
Butter,40,g
Brokkoli,2,Köpfe
Spareribs,"1,50",kg
Salz,,
Pfeffer,,
Paprika edelsüß,1,TL
ja! Olivenöl Extra Nativ,3,EL
ja! Honig Auslese,60,ml
Süßkartoffeln,"0,75",kg
Kartoffeln,200,g
Fingermöhren,500,g
ja! Butter,3,EL
geriebene Muskatnuss,,
Backpapier,,
Thymian,2,Stiel(e)
Knoblauch,1,Zehe(n)
Rinderfond,800,ml
Butter,50,g
Mehl,50,g
Sahne,50,ml
Salz,,
Pfeffer,,
Schweinerippen,2,
Barbecue-Soße,1,Flasche(n)
Sojasoße,4,EL
Dunkelbier,1,Flasche(n)
Honig,2,EL
mittelgroße Zwiebeln,3,
Sauerkraut aus der Dose,300,g
Kumquats,1,Handvoll
Butter,,etwas
Entenbrust (ca. 400 g),1,
Teriyakisoße,5,EL
Lauchzwiebeln,3,
REWE Bio Möhren,2,
Shiitake Pilze,100,g
Hühnerbrühe,"1,50",l
Öl,3,EL
gemahlener Koriander,1,Prise(n)
Salz,,
Chiliflocken,,
Knoblauch,,etwas
Ingwer,1,Prise(n)
Sternanis,2,
REWE Bio Eier (Größe M),4,
Flammkuchenteig,2,Packung(en)
Crème Fraîche,200,g
Fleur de sel,1,Prise(n)
Pfeffer,1,Prise(n)
kleiner Radicchio,"0,50",
Birnen,2,
Le Rustique,"1,50",Stück
Walnüsse,50,g
Honig,2,EL
"Cranberrys, getrocknet",50,g
Orangen,3,
Radicchio,2,Köpfe
Himbeeressig,2,EL
Olivenöl,2,EL
Ahornsirup,1,EL
Salz,,
Pfeffer,,
Knoblauch,1,Zehe(n)
REWE Beste Wahl Ziegenkäse in Scheiben,100,g
REWE Beste Wahl Cherrytomaten,250,g
frischer Rosmarin,1,Zweig(e)
Salz,,
REWE Beste Wahl Tagliatelle,600,g
REWE Beste Wahl natives Olivenöl,4,EL
schwarzer Pfeffer (frisch gemahlen),,
Radicchio,400,g
Pancetta,150,g
Schalotten,2,
Olivenöl,1,EL
Gemüsebrühe,1,l
Risotto-Reis,320,g
Rotwein,100,ml
Salz,,
Pfeffer,,
Butter,1,TL
Thymian,3,Zweig(e)
Reis,100,g
Weißkohl,1,
Zwiebeln,2,
Knoblauch,2,Zehe(n)
gemischtes Hackfleisch,500,g
Salz,,
Pfeffer,,
Paprikapulver,,
Räucherspeck,150,g
Rippchen (Schwein),500,g
Wasser,1,l
Eiweiß,5,
feiner Zucker,200,g
heller Essig,1,TL
blaue Lebensmittelfarbe,,
Blaubeeren,300,g
Zucker,100,g
Vanilleschote,1,
Mascarpone,200,g
Joghurt,200,g
Eiweiß (Raumtemperatur),6,
Salz,1,Prise(n)
Zucker,340,g
Speisestärke,2,EL
Weißweinessig,1,EL
Bourbon-Vanille Extrakt,1,EL
Sahne,250,ml
Vanillezucker,1,Packung(en)
Erdbeeren,200,g
Heidelbeeren,125,g
Himbeeren,125,g
gehackte Mandeln,50,g
Äpfel (z. B. Boskop oder Cox Orange),4,große
Marzipanrohmasse,80,g
brauner Zucker,3,EL
Zimt,"0,50",TL
Rosinen,2,EL
Butter,2,EL
Apfelsaft,150,ml
Milch,250,ml
Stärke,1,TL
Eigelbe,2,
Vanilleschote,1,
Zucker,3,EL
Marzipan-Rohmasse,400,g
Eier,7,
getrocknete Aprikosen,100,g
blanchierte Mandeln,70,g
Marzipan-Rohmasse,400,g
Mehl,500,g
Zucker,125,g
Backpulver,1,Packung(en)
Salz,1,Prise(n)
Zimt,1,TL
Vanilleschote,"0,50",
Butter,250,g
Magerquark,250,g
Eier,2,
gelbe Sultaninen,100,g
Marzipan-Rohmasse,85,g
gemahlene Haselnüsse,50,g
REWE Frei von Mehl glutenfrei,225,g
Butter,125,g
Zucker,60,g
Vanillin-Zucker,1,Packung(en)
Salz,1,Prise(n)
Ei,1,
Puderzucker,,
Zartbitter-Kuvertüre,75,g
Bio-Orange,1,
Marzipan-Rohmasse,100,g
Puderzucker,25,g
weiße Kuvertüre,25,g
gehackte Pistazien zum Verzieren,,
Mandeln zum Verzieren,,
getrocknete Cranberries zum Verzieren,,
Zartbitterschokolade (z.B. REWE Feine Welt Edel Zartbitter 58 %),800,g
Bio-Orange,1,
Sahne,500,ml
Pflanzenöl,50,ml
Ananas,1,
Mangos,2,
Avocados,2,
Marshmallows,300,g
Kokosraspeln,100,g
Chiliflocken,,einige
Mehl,250,g
weiche Butter,125,g
Zucker,150,g
Ei,1,
Backpulver,"0,50",Päckchen
Vanillezucker,1,Päckchen
Äpfel (Jonagold oder Boskop),7,
Vanillepuddingpulver,1,Päckchen
Milch,400,ml
Sahne,1,Becher
Fett für die Form,,
Puderzucker,300,g
Vanillezucker,1,Päckchen
Speisestärke,1,EL
Öl für die Form,,
gemahlene Gelatine,2,Päckchen
rote Lebensmittelfarbe,,
gelbfleischige Pfirsiche,800,g
REWE Beste Wahl Marshmallows,40,Stück
Reissirup,6,EL
Pistazien gehackt,50,g
Puderzucker,200,g
Speisestärke,1,EL
Vanillezucker,1,Päckchen
Öl für die Form,,
gemahlene Gelatine,2,Päckchen
gelbe Schokolade (candy melts),50,g
Marshmallows,12,
blaues Fondant,40,g
schwarze Zuckerschrift,,
Zuckeraugen,24,Stück
Holzspießchen,12,
Puderzucker,300,g
Vanillezucker,1,Päckchen
Speisestärke,1,EL
Öl für die Form,,
Wasser,150,ml
gemahlene Gelatine,2,Päckchen
dunkle Kuvertüre,200,g
Zuckerperlen,,
Quinoa,50,g
Rote Bete,450,g
Olivenöl,4,EL
rote Zwiebel,1,
Petersilie,"0,50",Bund
Paprikapulver,1,TL
Cumin,"0,50",TL
Zucker,1,Prise(n)
Johannisbrotkernmehl,1,TL
Rucola,100,g
große rote Paprika,1,
Frühlingszwiebeln,2,Stange(n)
Schmand,100,g
Feta,150,g
Walnüsse,40,g
Sambal Oelek,1,TL
Rewe Beste Wahl Weizen Tortillas mit Leinsamen,4,
Salz,,
Pfeffer,,
Apfel,"0,50",
kleine Karotte,1,
Datteln,60,g
Wasser,40,ml
Muscovado-Zucker,50,g
Eier,2,
Hafermilch,180,ml
gemahlene Leinsamen,85,g
Olivenöl,50,ml
Blaubeeren,125,g
Bio-Zitrone,"1,50",
Hafermehl,120,g
Backpulver,1,TL
Zimt,"0,50",TL
Salz,,
Quark,250,g
Milch,,etwas
Agavensirup,2,EL
Vanille,,
REWE Beste Wahl American Cookies,1,Packung(en)
große Marshmallows,1,Packung(en)
Stielkoteletts (2 Stücke jeweils 700 g),"1,40",kg
grober Pfeffer,3,EL
Salz,2,EL
Kartoffeln,1,kg
halbe Gurke,1,
fettarmer Joghurt,250,g
Speisequark,100,g
Kräuterfrischkäse,200,g
geriebener Parmesan,60,g
BBQ Gewürz (z. B. Magic Dust von Ankerkraut),1,EL
Olivenöl,,
Feta,150,g
getrocknete Tomaten,80,g
Zwiebel,1,
Rinderfilets à 180 Gramm,4,
Etwas Öl zum Braten,,
rote Zwiebel,1,
brauner Zucker,1,EL
Glühwein,"0,50",l
Lorbeerblätter,2,
Rosmarin,2,Zweig(e)
Salz,,
Pfeffer,,
Rosenkohl,250,g
Butter,60,g
REWE Feine Welt Gefüllte Gnocchi,1,Packung(en)
Backmohn,1,EL
Pankomehl (asiatisches Paniermehl),300,g
Lebkuchengewürz,1,EL
Thymian,1,Zweig(e)
Radicchiosalat,1,Kopf
Friséesalat,1,Kopf
Endiviensalat,1,Kopf
frischer Feldsalat,200,g
kleine Chilischote,1,
Butter,30,g
REWE Feine Welt Italiens Backkunst Ciabattabrot,150,g
Olivenöl,2,EL
Salz,,
Pfeffer,,
REWE Feine Welt Pepperballs Feige,6,Stück
Gemüsefond,"0,30",l
Rotweinessig,4,EL
REWE Feine Welt Flamm-Lachs Natur,4,
REWE Feine Welt Jamón Serrano Reserva Schinken,12,Scheibe(n)
Schweinenacken (alternativ Keule),600,g
Olivenöl,5,EL
Gyros-Gewürzsalz,3,EL
Knoblauchzehen,3,
griechischer Joghurt,400,g
Gurke,1,
Zitrone,1,
Salz,,
Pfeffer,,
große rote Zwiebel,1,
Tomaten,4,
kleiner Eisbergsalat,1,
Pitabrote,6,
Erdnüsse,200,g
Erdnussöl,1,EL
Salz,,
Zucker,5,g
Spaghetti,500,g
Meeresfrüchte,350,g
Riesengarnelen,4,
Zitrone,1,
Knoblauchzehe,1,
Kirschtomaten,250,g
Olivenöl,4,EL
Salz,,
Pfeffer,,
trockenen Weißwein,100,ml
passierte Tomaten,250,ml
Cayennepfeffer,,
glatte Petersilie,3,Zweig(e)
Vollmilchschokolade,100,g
Milch,500,ml
Kakao,1,EL
Zucker,1,EL
Speisestärke,30,g
Eigelb,1,
Salz,1,Prise(n)
kleine Zwiebel,1,
Knoblauchzehe,1,
Cheddar,100,g
Kidneybohnen,"0,50",Dose(n)
Rapsöl,2,EL
Rinderhackfleisch,250,g
Ketchup,100,g
Tomatenmark,1,TL
Senf,1,EL
brauner Zucker,25,g
Chilipulver,1,TL
Salz,,
Pfeffer,,
Lorbeerblatt,1,
Sandwich Toast,8,Scheibe(n)
Butter,2,EL
ungespritzte Zitronen,6,
Wasser,200,ml
Zucker,250,g
Wodka,700,ml
Zwiebel(n),1,
Knoblauchzehen,1,
Brandenburg Hähnchenbrustfilet (ca. 170 g),1,
REWE Bio Olivenöl,2,EL
REWE Bio Möhren,150,g
je 1 kleine gelbe oder rote Paprikaschote(n),,
Zucchini,1,
"Ingwerwurzel (ca. 1,5 cm)",1,
REWE Bio Gemüsebrühe (Instant),500,ml
5-Minuten Reis,60,g
Petersilie,"0,30",Bund
Edelsüß-Paprikapulver,,
Salz,,
frisch gemahlener weißer Pfeffer,,
nach Belieben Minze,,
Basmati-Reis,300,g
Salz,,
Knoblauchzehe,1,
Lauchzwiebeln,2,
Möhre,1,
rote Paprika,1,
Brokkoli,1,
Zucchini,1,
Hähnchenfilet,400,g
Öl,,
Currypulver,,
Eier,2,
Chilipulver,,
Sojasoße,,
Limette,1,
REWE Bio Romanaherzen,2,
Radicchio-Salat,"0,50",Kopf
Lauchzwiebeln,1,Bund
REWE Bio Rispentomaten,4,
"REWE Bio Joghurt (1,8 % Fett)",200,g
Öl,2,EL
Hähnchenfilets (à ca. 140 g),2,
Weizen-Wraps (ca. 20 cm Ø),4,
Zucker,,
Salz,,
Pfeffer,,
Hähnchenbrustfilet,400,g
Zucchini,2,
Knoblauchzehe,1,
getrocknete Aprikosen,100,g
Öl,2,EL
Currypulver,,
Sahne,200,g
Salz,,
Pfeffer,,
Penne,400,g
Petersilie,6,Zweig(e)
Basilikum,1,Handvoll
Rispentomaten,200,g
Mozzarella,125,g
Wilhelm Brandenburg Putenschnitzel,4,
Salz,,
Pfeffer,,
Mehl,2,EL
Eier,2,
Semmelbrösel,50,g
geraspelter Parmesan,50,g
italienische Kräuter,1,TL
Butterschmalz,2,EL
Kartoffeln,300,g
Meersalz,,
Zwiebel(n),1,
REWE Beste Wahl Weinsauerkraut,400,g
REWE Bio kaltgepr. Sonnenblumenöl,2,EL
Lorbeerblätter,2,
Pfeffer aus der Mühle,,
Champignons,150,g
Kotelett,2,Scheibe(n)
Schnittlauch,1,Bund
Tomaten,2,
Baguette,1,
REWE Bio Putenbrust geräuchert,300,g
REWE Bio Gouda in Scheiben,8,Scheibe(n)
Petersilie,"0,50",Bund
Rucola,1,Bund
Knoblauchzehen,2,
"Joghurt (1,8 % Fett)",250,g
Salz,,
Pfeffer,,
Kartoffeln,4,große
Butter,50,g
Knoblauch,1,Zehe(n)
Parmesan,50,g
grobkörniges Meersalz,,
Feldsalat,125,g
Granatapfel,"0,50",
Apfelessig,2,EL
Olivenöl,3,EL
Honig,2,TL
Salz,,
Pfeffer,,
Putenschnitzel,4,Stück
Kräuterfrischkäse,80,g
roher Schinken,4,Scheibe(n)
Rapsöl,1,EL
Sahne,200,ml
Speisestärke,1,EL
Blattspinat,2,Handvoll
rote Zwiebel,1,
Bio-Zitrone,1,
Halloumi Natur,150,g
"Wilhelm Brandenburg Putenbrust-Steaks mariniert, Kräuter",6,
Knoblauch-Grillsauce,6,EL
Salbei,8,Blatt
schmale flache Putenschnitzel,4,
Schwarzwälder Schinken,8,Scheibe(n)
Sonnenblumenöl,2,EL
Knoblauchzehe,1,
Mehl,1,TL
Salz,,
Pfeffer,,
Vollmilch,350,ml
Emmentaler gerieben,100,g
geriebene Muskatnuss,,
Zitronensaft,1,TL
Brokkoli,600,g
Rosmarin,5,Zweig(e)
Knoblauchzehen,2,
REWE Bio Cherrytomaten,250,g
REWE Beste Wahl Speisekartoffeln,800,g
REWE Feine Welt Olivenöl würziges Apulien,3,EL
REWE Feine Welt Himalayasalz,,
REWE Bio Pfeffer a. d. Mühle,,
Lammkoteletts,12,
Alufolie,,
ja! Zucker,40,g
Mandelkerne ohne Haut,50,g
schwarze getrocknete Oliven ohne Stein,20,g
Thymian,8,Zweig(e)
ja! weiche Butter,50,g
weißer Pfeffer aus der Mühle,,
rosa Pfefferbeeren,"0,50",EL
kleine Knoblauchzehen,2,
Koriandersamen,1,TL
REWE Feine Welt Valencia Late Orangensaft,300,ml
Krustentierfond,150,ml
weißes Heilbuttfilet,400,g
Erdnussöl,,
REWE Feine Welt Rosa Kristallsalz,,
ja! kalte Butter,70,g
Babyspinat,400,g
geriebene Muskatnuss,,
Fleur de Sel de Guerande,,
Klarsichtfolie,,
rote Zwiebeln,3,
Knoblauchzehen,2,
Bio-Zitrone,1,
Putenbrustfilet,600,g
Kapern (Glas),30,g
Beste Wahl Natives Olivenöl extra,8,EL
Chilipfeffer,1,Msp.
(à 425 ml) Kichererbsen,2,Dose(n)
Möhren,400,g
Gemüsebrühe,350,ml
Salz,,
Pfeffer,,
Cumin,,
(à 125 g) Beste Wahl Ziegenfrischkäse Mousse,2,Becher
Dill,2,Stiel(e)
Wermut,50,ml
Holzspieße,,
Alufolie,,
"gegrillte Paprika (gelb, rot)","0,50",Glas
Putenschnitzel á ca. 120 g,6,
Salz,,
REWE Bio schwarzer Pfeffer a. d. Mühle,,
REWE Bio Senf-Honig-Feigen-Aufstrich,1,Becher
REWE Bio natives Olivenöl,4,EL
REWE Bio Gemüsebrühe,250,ml
kleine Zwiebel,1,
tiefgefrorener REWE Bio Blattspinat,"1,50",Beutel
geriebene Muskatnuss,,
Holzspießchen,,
Speisestärke,"1,50",TL
mehlig kochende Kartoffeln,750,g
Sellerie,350,g
REWE Feine Welt Rosa Kristallsalz,,
Schalotten,150,g
Thymian,7,Zweig(e)
Zucker,75,g
REWE Beste Wahl Weinsauerkraut,850,g
Feigen,"2,50",
Entenbrüste (à 300–350 g),2,
REWE Feine Welt Lesvos g.g.A. Olivenöl,1,TL
REWE Bio Pfeffer a. d. Mühle,,
REWE Bio Butter,1,EL
REWE Bio Milch,200,ml
geriebene Muskatnuss,,
REWE Bio Vielblütenhonig,,
"Entenbrust, tiefgefroren",800,g
Meersalz,,
Pfeffer,,g
Rosmarin,2,Zweig(e)
"Grünkohl, frisch",200,g
rote Zwiebeln,2,
Olivenöl,2,EL
Cranberries (z.B. von ja!),60,g
"Erdnüsse, geröstet",50,g
Valencia Late Orangensaft (z.B. von REWE Feine Welt),200,ml
Butter,50,g
Ente,1,
Honig,5,EL
Salz,,
Ingwerpulver,1,TL
frischer Ingwer,80,g
Zwiebeln,2,
Pfeffer,,
Sojasoße,"0,50",TL
Suppengrün,1,Bund
rote Zwiebeln,3,
Suppenknochen,3,
getrocknete Tomaten in Öl,4,EL
Öl,,
Wasser,3,EL
brauner Zucker,3,EL
Nelken,"0,50",TL
Wacholderbeeren,6,
Lorbeerblatt,1,
Sternanis,1,Stück
Portwein,250,ml
trockener Rotwein,500,ml
Petersilie,1,Bund
Geflügelbrühe,500,ml
Pflaumen,10,
Lebkuchengewürz,1,TL
Vollkorn-Toastbrot,6,Scheibe(n)
Knoblauchzehen,2,
Schalotten,2,
Milch,250,ml
Thymian,6,Zweig(e)
Salz,,
Pfeffer,,
Eier,6,
Stärke,3,EL
Walnüsse,200,g
Schnittlauch,2,Bund
große Barbarie-Entenbrüste (à 350-400 Gramm),2,
Bio-Orange,1,
küchenfertige (ca. 2 kg) Ente,1,
Zwiebeln,2,
Thymian,8,Zweig(e)
Äpfel,3,
Gemüsezwiebel,1,
Butter,20,g
Tomatenmark,1,EL
Entenfond,400,ml
Schalotten,300,g
Öl,2,EL
Zucker,2,EL
roter Portwein,200,ml
REWE Feine Welt Aceto Balsamico di Modena I.G.P.,100,ml
REWE Feine Welt Gemüsefond,200,ml
Cranberry-Sauce,2,EL
Honig,2,EL
Lebkuchengewürz,,
Salz,,
Pfeffer,,
Speisestärke,20,g
Küchengarn,,
Holzspießchen,,
Backpapier,,
Hähnchenbrustfilets,2,
Bacon,8,Scheibe(n)
Salz,,
Pfeffer,,
Baguette-Brötchen,4,
Mayonnaise,120,g
Joghurt,2,EL
Currypulver,1,TL
Kurkuma,1,TL
Zucker,1,Prise(n)
Petersilie,"0,25",Bund
Ananas (oder vorgeschnittene Ananas),1,kleine
Röstzwiebeln,,
Chiliflocken,,
Hähnchenbrust,400,g
Salz,,
Öl,"3,50",EL
rote Chilischote,1,
Kokosmilch,150,ml
Erdnussbutter,3,EL
helle Sojasoße,1,EL
rote REWE Regional Paprika,2,
gelbe REWE Regional Paprika,2,
REWE Regional Zwiebel,1,
Knoblauch,1,Zehe(n)
Öl,1,EL
Salz,,
Pfeffer,,
Chilipulver,,
REWE Bio Schlagsahne,400,g
REWE Bio Hähnchenbrustfilets,4,
Gratinkäse,100,g
Reis,300,g
Brokkoli,1,
Süßkartoffeln,2,
Ingwer,10,g
Hähnchenbrustfilets,2,
Frühlingszwiebeln,4,
Kokosöl,1,EL
Kokosmilch,1,Dose(n)
Limette,1,
Kreuzkümmel (gemahlen),,
Salz,,
Pfeffer,,
"Granatapfel, unbehandelt",1,
Rispentomaten (z. B. von REWE Bio),2,
natives Olivenöl extra (z. B. von REWE Bio),2,EL
Currypulver,2,TL
Minze,1,Bund
Meersalz,,
Pfeffer,,
Pak Choi,300,g
Bio-Limette,1,
Hähnchenbrustfilets à 150 g (z. B. von REWE Bio),4,
"neutrales Öl, nativ",3,EL
Hähnchenbrustfilet,640,g
Knoblauchzehen,2,
Öl,14,EL
Curry,,
Salz,,
rote Chilischoten,2,
Paprikapulver,,
Rosmarin,4,Zweig(e)
Oregano,4,Zweig(e)
Kopfsalat,1,
Salatgurke,"0,50",
rote Paprika,1,
Möhre,1,
Kirschtomaten,150,g
Balsamico,1,EL
Salz,,
Pfeffer,,
REWE Bio Möhren,"0,60",kg
Kartoffeln,300,g
Salz,,
Pfeffer,,
Öl zum Braten,,
Mini-Geflügelbratwürstchen,12,
Petersilie,3,Zweig(e)
REWE Bio Süssrahm-Butter,2,EL
Zucker,1,Prise(n)
Zitrone Bio,1,
frischer Thymian,1,TL
Knoblauchzehe,1,
frischer Pfeffer,1,Prise(n)
Butter,200,g
Rucola,1,Bund
Bio-Zitrone,1,
Salz,,
frisch gemahlener schwarzer Pfeffer,,
Tortellini,2,Packung(en)
Fett für die Pfanne (z.B. 2 TL Butter),,
Parmesan (gehobelt),4,EL
geriebener Parmesan,8,EL
Salz,,
Tortellini,2,Packung(en)
glatte Petersilie,1,Bund
Butter,70,g
Sahne,250,ml
"Pfeffer, frisch gemahlen",,
Muskatnuss,,
Rosmarin,8,Zweig(e)
frische Hefe,21,g
ja! Mehl,225,g
REWE Feine Welt Rosa Salzkristalle,,
ja! Olivenöl,8,EL
REWE Backpapierzuschnitte,,
Mehl für die Arbeitsfläche,,
REWE Bio Pfeffer a. d. Mühle,,
Basilikum,4,Zweig(e)
Kartoffeln (vorwiegend festkochend),800,g
Wirsing,"0,50",
Hokkaido,"0,50",
Zwiebel,1,
Rapsöl,1,EL
Gemüsebrühe,1,l
Wiener Würstchen,4,
Salz,,
Pfeffer,,
Paprikapulver,,
Schnittlauch,"0,50",Bund
gelbe Paprika,"0,50",
rote Paprika,"0,50",
Lauchzwiebeln,2,
Petersilie,2,Stiel(e)
REWE Bio Frischkäse Natur,350,g
REWE Bio Passata aus frischen Tomaten,100,g
Salz,,
Pfeffer,,
Ei (Größe M),1,
frischer Blätterteig (270 g),1,Packung(en)
ja! Zarte Haferflocken,100,g
REWE Bio Weizen-Vollkornmehl,150,g
Backpulver,1,TL
Eier,2,
REWE Bio H-Vollmilch,250,ml
Zimt,1,Prise(n)
Rapsöl,2,EL
Frischkäse,200,g
gehackte Pistazien,60,g
Kiwis,5,
"Brot (groß & rund, nach Wahl)",1,
Frischkäse,800,g
Meerrettich (Glas),1,EL
Räucherlachs-Scheiben,100,g
Dill,1,Bund
Salz,,
Pfeffer,,
Salatgurke,1,halbe
Rote Bete (vorgegart),1,
Preiselbeeren (Glas),3,TL
Schmand,150,g
REWE Beste Wahl Meersalz & Indischer Tellicherry Pfeffer Kartoffelchips,1,Packung(en)
glatte Petersilie,"1,50",Zweig(e)
Cashewkerne,250,g
Apfelessig,3,EL
Zitronensaft,2,EL
Salz,1,TL
schwarzer Pfeffer aus der Mühle,,
Petersilie,3,Stiel(e)
Schnittlauch,5,Stiel(e)
tiefgefrorener Blattspinat,1,Packung(en)
mittelgroße Zwiebel,1,
Knoblauchzehe,1,
Olivenöl,3,EL
ja! Passierte Tomaten,1,Packung(en)
Gemüsebrühe,200,ml
Salz,,
Pfeffer,,
Zucker,1,Prise(n)
"ja! Frischkäse mit Kräutern, Doppelrahmstufe","2,50",Packung(en)
Milch,3,EL
geriebene Muskatnuss,,
"Cannelloni, gebrauchsfertig ohne Vorkochen",20,
"ja! Emmentaler, gerieben (45 % Fett in Tr.)","0,50",Packung(en)
Fett für die Form,,
roter Mangold,400,g
REWE Bio Hähnchenfilet,400,g
REWE Bio Cherry Romatomaten,200,g
Ingwer,20,g
kleine Knoblauchzehe,1,
REWE Bio Natives Olivenöl,2,EL
Thai Curry Sauce,325,ml
REWE Bio Gemüsebrühe,100,ml
REWE Bio Pinienkerne,50,g
grüne Shisokresse,1,Packung(en)
glatte Petersilie,1,Bund
Schnittlauch,1,Bund
REWE frei von Frischkäse,175,g
REWE Beste Wahl Tafelsalz,,
REWE Beste Wahl Pfeffer a. d. Mühle,,
kleines Römersalat-Herz,1,
Blattspinat,80,g
kleine Zwiebel,1,
kleine rote Spitzpaprika,1,
Tortillafladen (Wraps ca. 280 g),4,
Putenbrust-Aufschnitt in dünnen Scheiben,100,g
Rotkohl,"1,50",kg
Ingwer,50,g
Orangensaft,200,ml
Weißweinessig,2,EL
Rotwein (trocken),500,ml
Honig,3,EL
Johannisbeergelee,2,EL
Zimtstange,1,
Lorbeerblätter,6,
Nelken,4,
Kardamomkapseln,3,
Sternanis,4,
Salz,15,g
Ente,3,kg
Pfeffer,,
Salz aus der Mühle,,
Kleine Bio-Äpfel,4,
Orangen (unbehandelt),2,
Majoran,1,Bund
Knoblauchknolle,"0,50",
Olivenöl,1,EL
Zwiebel,2,
Gänseschmalz (oder Entenfett aus Bräter),60,g
Speisestärke,1,TL
Hähnchenfilets (à ca. 180 g),4,
Teriyaki-Sauce,300,ml
festkochende Kartoffeln,800,g
geröstete Paprika (Glas),200,g
Petersilie,2,Zweig(e)
weiße Sesamsaat geschält,2,EL
Ei (Größe M),1,
Mehl,50,g
Panko (asiatisches Paniermehl),80,g
Öl,4,EL
REWE Beste Wahl Barbecuesauce,200,g
REWE Beste Wahl Butter,1,EL
Gefrierbeutel,,
Salz,,
Pfeffer,,
Schalotte,1,
Knoblauchzehe,1,
rote Chilischote,1,
Süßkartoffeln (à ca. 450 g),2,
Öl,2,EL
Gemüsebrühe,900,ml
Chorizo am Stück,100,g
Sherry,2,EL
Petersilie,2,Stiel(e)
Crème fraîche,100,g
Salz,,
Champignons,400,g
Staudensellerie,2,Stange(n)
Zwiebeln,2,
Knoblauchzehen,2,
Butter,4,EL
Brühe,"1,20",l
Sahne,400,ml
milder Weißweinwessig,2,EL
Salz,,
Pfeffer,,
frische Muskatnuss,,
Schnittlauch,1,Bund
Kerbel,3,Zweig(e)
Chorizo,24,Scheibe(n)
REWE Bio natives Olivenöl,4,EL
Zwiebel,1,
Butter,1,EL
TK-Spinat,500,g
Salz,,
Pfeffer,,
Kabeljau-Filets,4,
Chorizo-Salami (80 g),16,Scheibe(n)
trockener Weißwein,100,ml
Bögen weißes Pergamentpapier,4,
Küchengarn,,
Zwiebel,1,
Möhren,1,kg
Chiliflocken,1,TL
Gemüsebrühe,1,l
Chorizo am Stück,100,g
Salz,,
Öl,2,EL
REWE Bio Blattspinat tiefgefroren,400,g
Zwiebel,1,
Knoblauch,1,Zehe(n)
REWE Bio Rapsöl nativ,1,EL
Salz,,
Pfeffer,,
REWE Beste Wahl Muskatnuss,1,Prise(n)
REWE Bio Fusilli Grüne Erbsen,400,g
REWE Bio Mandelmus weiß,2,EL
Zitronensaft,1,EL
Cherrytomaten,20,Stück
Quitten,"1,50",kg
Zucker,300,g
Zimtstange,1,
Nelken,1,TL
Wodka,500,ml
Pfirsiche,"1,50",kg
Vanillezucker,2,Päckchen
Zitrone,1,
Gelierzucker 1:1,1,kg
Lammfleisch aus der Keule,1,kg
REWE Bio Zwiebeln,200,g
REWE Bio Knoblauch,3,Zehe(n)
REWE Bio Natives Olivenöl,4,EL
REWE Bio Zimt,1,TL
Salz,,
Pfeffer,,
